uuid,glyphs,classes,place-name,county-iv,county,hundred-iv,hundred,coordinates-iv,coordinates,WKT
IV1680-318-10,,,Skethrog,Brecknock,Brecknockshire,Penkelly,Dungleddy,"51 58 3 17W","51.96 -3.28","POINT(-3.28 51.96)"
IV1680-318-11,⸸°,settlement-knight,Skewers,Southampton,Hampshire,Basingstoke,Basingstoke,"51 19 0 53W","51.31 -0.88","POINT(-0.88 51.31)"
IV1680-318-12,,,Skewes,Cornwal,Cornwall,Kerryer,"Allerdale Ward","50 18 5 33W","50.3 -5.55","POINT(-5.55 50.3)"
IV1680-318-13,,,Skey,Cornwal,Cornwall,Powder,Powder,"50 26 5 18W","50.43 -5.3","POINT(-5.3 50.43)"
IV1680-318-14,,,Skiberio,Cornwal,Cornwall,Kerryer,"Allerdale Ward","50 19 5 33W","50.31 -5.55","POINT(-5.55 50.31)"
IV1680-318-15,,,Skiborra,Salop,Shropshire,Clun,Munslow,"52 22 3 03W","52.36 -3.05","POINT(-3.05 52.36)"
IV1680-318-16,①,settlement-gentlemen-1,Skidbrook,Lincoln,Lincolnshire,Loutheask,Louth-eske,"53 29 0 13E","53.48 0.21","POINT(0.21 53.48)"
IV1680-318-17,①,settlement-gentlemen-1,Skidby,"York E.R.","Yorkshire East Riding",Harthill,Harthill,"53 51 0 16W","53.85 -0.26","POINT(-0.26 53.85)"
IV1680-318-18,,,Skighall,Essex,Essex,Tendring,Tendring,"52 00 1 14E","52 1.23","POINT(1.23 52)"
IV1680-318-19,⛪,parish,Skilgate,Somerset,Somerset,Williton,Williton,"51 03 3 33W","51.05 -3.55","POINT(-3.55 51.05)"
IV1680-318-20,⛪,parish,Skillington,Lincoln,Lincolnshire,Beltislow,Beltisloe,"52 53 0 28W","52.88 -0.46","POINT(-0.46 52.88)"
IV1680-318-21,ʘ,seat-gentleman,Skiltes,Warwick,Warwickshire,Barlichway,Barlichway,"52 22 1 42W","52.36 -1.7","POINT(-1.7 52.36)"
IV1680-318-22,,,Skinburns,Cumberland,Cumberland,"Allerdale B.","Allerdale Ward","54 59 2 56W","54.98 -2.93","POINT(-2.93 54.98)"
IV1680-318-23,⛪,parish,Skinnand,Lincoln,Lincolnshire,Boothby,Boothby,"53 09 0 26W","53.15 -0.43","POINT(-0.43 53.15)"
IV1680-318-24,①,settlement-gentlemen-1,Skinnerburn,Northumberl.,Northumberland,Castleward,"Castle Ward","55 02 1 13W","55.03 -1.21","POINT(-1.21 55.03)"
IV1680-318-25,①,settlement-gentlemen-1,"Skinning grave","York N.R.","Yorkshire North Riding",Langbargh,Langbaurgh,"54 34 0 36W","54.56 -0.6","POINT(-0.6 54.56)"
IV1680-318-26,,,Skiplam,"York N.R.","Yorkshire North Riding",Ridal,Ryedale,"54 20 0 45W","54.33 -0.75","POINT(-0.75 54.33)"
IV1680-318-27,⛪,parish,Skipsey,"York E.R.","Yorkshire East Riding",Holderness,Osgoldcross,"54 00 0 00","54 0","POINT(0 54)"
IV1680-318-28,③⛨=,settlement-gentlemen-3+|direction|market,SKIPTON,"York W.R.","Yorkshire West Riding",Staincliff,Staincliffe,"54 02 1 42W","54.03 -1.7","POINT(-1.7 54.03)"
IV1680-318-29,⛪,parish,Skipton,"York W.R.","Yorkshire West Riding",Staincliff,Staincliffe,"54 02 1 42W","54.03 -1.7","POINT(-1.7 54.03)"
IV1680-318-30,[E],seat-earl,"Skipton Castle","York W.R.","Yorkshire West Riding",Staincliff,Staincliffe,"54 02 1 42W","54.03 -1.7","POINT(-1.7 54.03)"
IV1680-318-31,①,settlement-gentlemen-1,Skipwith,"York E.R.","Yorkshire East Riding",Darwent,Derwent,"53 55 0 45W","53.91 -0.75","POINT(-0.75 53.91)"
IV1680-318-32,②,settlement-gentlemen-2,Skirbeck,Lincoln,Lincolnshire,Skirbeck,Skirbeck,"53 03 0 07E","53.05 0.11","POINT(0.11 53.05)"
IV1680-318-33,①,settlement-gentlemen-1,Skirborn,"York E.R.","Yorkshire East Riding",Buccross,Buckrose,"54 10 0 22W","54.16 -0.36","POINT(-0.36 54.16)"
IV1680-318-34,①,settlement-gentlemen-1,Skircotes,"York W.R.","Yorkshire West Riding",Morley,Morley,"53 47 1 40W","53.78 -1.66","POINT(-1.66 53.78)"
IV1680-318-35,⛪,parish,Skirringhain,"York E.R.","Yorkshire East Riding",Buccross,Buckrose,"54 05 0 37W","54.08 -0.61","POINT(-0.61 54.08)"
IV1680-318-36,,,"Skirlow North","York E.R.","Yorkshire East Riding",Holderness,Osgoldcross,"53 56 0 06W","53.93 -0.1","POINT(-0.1 53.93)"
IV1680-318-37,①,settlement-gentlemen-1,"Skirlow South","York E.R.","Yorkshire East Riding",Holderness,Osgoldcross,"53 55 0 06W","53.91 -0.1","POINT(-0.1 53.91)"
IV1680-318-38,ʘ,seat-gentleman,Skirmingham,Durham,Durham,"Darlington W.","Darlington Ward","54 35 1 11W","54.58 -1.18","POINT(-1.18 54.58)"
IV1680-318-39,⸸°①,settlement-knight|settlement-gentlemen-1,Skirpenbeck,"York E.R.","Yorkshire East Riding",Buccross,Buckrose,"54 05 0 37W","54.08 -0.61","POINT(-0.61 54.08)"
IV1680-318-40,①,settlement-gentlemen-1,Skirton,Lancaster,Lancashire,Loynsdale,"Lonsdale Ward","54 10 2 31W","54.16 -2.51","POINT(-2.51 54.16)"
IV1680-318-41,①,settlement-gentlemen-1,Skirwith,Cumberland,Cumberland,"Lethward W.","Leath Ward","54 48 2 12W","54.8 -2.2","POINT(-2.2 54.8)"
IV1680-318-42,⛪,parish,Skolcotes,"York E.R.","Yorkshire East Riding",Harthill,Harthill,"53 51 0 11W","53.85 -0.18","POINT(-0.18 53.85)"
IV1680-318-43,✋°,settlement-baronet,Skorborough,"York E.R.","Yorkshire East Riding",Harthill,Harthill,"53 58 0 16W","53.96 -0.26","POINT(-0.26 53.96)"
IV1680-318-44,①,settlement-gentlemen-1,Skorton,"York N.R.","Yorkshire North Riding","Gilling East","Gilling East","54 26 1 20W","54.43 -1.33","POINT(-1.33 54.43)"
IV1680-318-45,②,settlement-gentlemen-2,Skotter,Lincoln,Lincolnshire,Corringham,Corringham,"53 34 0 30W","53.56 -0.5","POINT(-0.5 53.56)"
IV1680-318-46,①,settlement-gentlemen-1,Skotton,Lincoln,Lincolnshire,Corringham,Corringham,"53 33 0 30W","53.55 -0.5","POINT(-0.5 53.55)"
IV1680-318-47,①,settlement-gentlemen-1,Skoulton,Norfolk,Norfolk,Wayland,Wayland,"52 36 0 59E","52.6 0.98","POINT(0.98 52.6)"
IV1680-318-48,⛪,parish,Skrekington,Lincoln,Lincolnshire,Aswardburn,Aswardhurn,"53 00 0 15W","53 -0.25","POINT(-0.25 53)"
IV1680-318-49,⛪,parish,Skrelesby,Lincoln,Lincolnshire,Gartree,Gartree,"53 15 0 01W","53.25 -0.01","POINT(-0.01 53.25)"
IV1680-318-50,①,settlement-gentlemen-1,Skremby,Lincoln,Lincolnshire,Candleshow,Candleshoe,"53 15 0 15W","53.25 -0.25","POINT(-0.25 53.25)"
IV1680-318-51,,,Skrenes,Essex,Essex,Chelmsford,Chelmsford,"51 47 0 22E","51.78 0.36","POINT(0.36 51.78)"
IV1680-318-52,,,Skrimmerston,Northumberl.,Northumberland,Norham,"Morpeth Ward","55 45 1 20W","55.75 -1.33","POINT(-1.33 55.75)"
IV1680-318-53,①,settlement-gentlemen-1,Skulthorp,Norfolk,Norfolk,Gallow,Gallow,"52 55 0 49E","52.91 0.81","POINT(0.81 52.91)"
IV1680-318-54,,,Skutterby,Cumberland,Cumberland,"Eskdale Ward","Eskdale Ward","55 06 2 24W","55.1 -2.4","POINT(-2.4 55.1)"
IV1680-318-55,✋,seat-baronet,Skyers,"York W.R.","Yorkshire West Riding",Morley,Morley,"53 47 1 40W","53.78 -1.66","POINT(-1.66 53.78)"
IV1680-318-56,①,settlement-gentlemen-1,Slackburn,Northumberl.,Northumberland,slam,"Glendale Ward","55 41 1 17W","55.68 -1.28","POINT(-1.28 55.68)"
IV1680-318-57,,,Slacksted,Southampton,Hampshire,Micheldever,Mitcheldever,"51 14 1 08W","51.23 -1.13","POINT(-1.13 51.23)"
IV1680-318-58,②,settlement-gentlemen-2,Sladborn,"York W.R.","Yorkshire West Riding",Staincliff,Staincliffe,"54 02 2 11W","54.03 -2.18","POINT(-2.18 54.03)"
IV1680-318-59,,,Slade,Devon,Devon,Plimpton,Plympton,"50 30 4 11W","50.5 -4.18","POINT(-4.18 50.5)"
IV1680-318-60,①,settlement-gentlemen-1,Slaghwait,"York W.R.","Yorkshire West Riding",Agbridg,Agbrigg,"53 42 1 43W","53.7 -1.71","POINT(-1.71 53.7)"
IV1680-319-01,,,Slanford,Notingham,Nottinghamshire,Rushcliff,Rushcliffe,"52 37 0 59W","52.61 -0.98","POINT(-0.98 52.61)"
IV1680-319-02,⛪,parish,Slapton,Buckingham,Buckinghamshire,Colstow,Cottesloe,"51 55 0 35W","51.91 -0.58","POINT(-0.58 51.91)"
IV1680-319-03,②,settlement-gentlemen-2,Slapton,Devon,Devon,Colridg,Coleridge,"50 21 3 51W","50.35 -3.85","POINT(-3.85 50.35)"
IV1680-319-04,①,settlement-gentlemen-1,Slapton,Northampton,Northamptonshire,Notton,Norton,"52 10 0 01W","52.16 -0.01","POINT(-0.01 52.16)"
IV1680-319-05,,,Slateley,Warwick,Warwickshire,Hemlingford,Hemlingford,"52 38 1 37W","52.63 -1.61","POINT(-1.61 52.63)"
IV1680-319-06,⛪,parish,Slatts,Somerset,Somerset,Bathform,"Bath Forum","51 25 2 24W","51.41 -2.4","POINT(-2.4 51.41)"
IV1680-319-07,①,settlement-gentlemen-1,Slaugham,Sussex,Sussex,"Lewis Rape","Lewes Rape","51 05 0 11W","51.08 -0.18","POINT(-0.18 51.08)"
IV1680-319-08,✋,seat-baronet,"Slaugham Place",Sussex,Sussex,"Lewis Rape","Lewes Rape","51 05 0 11W","51.08 -0.18","POINT(-0.18 51.08)"
IV1680-319-09,①,settlement-gentlemen-1,Slaughtenford,Wilts,Wiltshire,Chippenham,Chippenham,"51 29 2 15W","51.48 -2.25","POINT(-2.25 51.48)"
IV1680-319-10,①,settlement-gentlemen-1,"Slaughter nether",Glocester,Gloucestershire,Slaughter,Slaughter,"51 54 1 41W","51.9 -1.68","POINT(-1.68 51.9)"
IV1680-319-11,①,settlement-gentlemen-1,"Slaughter upper",Glocester,Gloucestershire,Slaughter,Slaughter,"51 54 1 42W","51.9 -1.7","POINT(-1.7 51.9)"
IV1680-319-12,①,settlement-gentlemen-1,Slauston,Leicester,Leicestershire,Gartrey,Gartree,"52 37 0 45W","52.61 -0.75","POINT(-0.75 52.61)"
IV1680-319-13,✋°③=,settlement-baronet|settlement-gentlemen-3|direction|market,SLEAFORD,Lincoln,Lincolnshire,Flaxwell,Flaxwell,"53 03 0 16W","53.05 -0.26","POINT(-0.26 53.05)"
IV1680-319-14,①,settlement-gentlemen-1,Slealey,Northumberl.,Northumberland,"Tindale Ward","Tindale Ward","54 59 1 39W","54.98 -1.65","POINT(-1.65 54.98)"
IV1680-319-15,①,settlement-gentlemen-1,Sleape,Hartford,Hertfordshire,Cashio,Cashio,"51 47 0 15W","51.78 -0.25","POINT(-0.25 51.78)"
IV1680-319-16,,,Sleape,Salop,Shropshire,Pimhill,Pimhill,"52 53 2 42W","52.88 -2.7","POINT(-2.7 52.88)"
IV1680-319-17,③,settlement-gentlemen-3,Slebech,Pembrock,Pembrokeshire,Dungledy,Dungleddy,"51 56 4 43W","51.93 -4.71","POINT(-4.71 51.93)"
IV1680-319-18,①,settlement-gentlemen-1,Sleddale,Westmorland,Westmorland,"West Ward","West Ward","54 33 2 32W","54.55 -2.53","POINT(-2.53 54.55)"
IV1680-319-19,①,settlement-gentlemen-1,Sledmere,"York E.R.","Yorkshire East Riding",Buccross,Buckrose,"54 07 0 19W","54.11 -0.31","POINT(-0.31 54.11)"
IV1680-319-20,,,Sleep,Dorset,Dorset,Hasler,Hasilor,"50 44 2 06W","50.73 -2.1","POINT(-2.1 50.73)"
IV1680-319-21,①,settlement-gentlemen-1,Slegil,Westmorland,Westmorland,"West Ward","West Ward","54 41 2 16W","54.68 -2.26","POINT(-2.26 54.68)"
IV1680-319-22,,,Slekborns,Northumberl.,Northumberland,"Morpeth War.","Morpeth Ward","55 12 1 03W","55.2 -1.05","POINT(-1.05 55.2)"
IV1680-319-23,①,settlement-gentlemen-1,Sleningford,"York W.R.","Yorkshire West Riding",Claro,Claro,"54 06 1 13W","54.1 -1.21","POINT(-1.21 54.1)"
IV1680-319-24,,,Slepe,Salop,Shropshire,"S. Bradford","South Bradford","52 48 2 30W","52.8 -2.5","POINT(-2.5 52.8)"
IV1680-319-25,,,Slifield,Surry,Surrey,Copthorn,Copthorne,"51 19 0 16W","51.31 -0.26","POINT(-0.26 51.31)"
IV1680-319-26,②,settlement-gentlemen-2,Slimbridg,Glocester,Gloucestershire,Berkley,Berkeley,"51 45 2 21W","51.75 -2.35","POINT(-2.35 51.75)"
IV1680-319-27,,,Slindon,Stafford,Staffordshire,Pirehill,Pirehill,"52 56 2 09W","52.93 -2.15","POINT(-2.15 52.93)"
IV1680-319-28,①,settlement-gentlemen-1,Slindon,Sussex,Sussex,"Arundel Rape","Arundel Rape","50 54 0 36W","50.9 -0.6","POINT(-0.6 50.9)"
IV1680-319-29,①,settlement-gentlemen-1,Slime,Lancaster,Lancashire,Loynsdale,"Lonsdale Ward","54 12 2 31W","54.2 -2.51","POINT(-2.51 54.2)"
IV1680-319-30,⛪,parish,Slinford,Sussex,Sussex,"Bramber Rap.","Bramber Rape","51 06 0 20W","51.1 -0.33","POINT(-0.33 51.1)"
IV1680-319-31,⛪,parish,Slinford,Sussex,Sussex,"Bramber Rap.","Bramber Rape","51 06 0 20W","51.1 -0.33","POINT(-0.33 51.1)"
IV1680-319-32,,,Slingley,Durham,Durham,"Esington Ward","Easington Ward","54 51 1 00W","54.85 -1","POINT(-1 54.85)"
IV1680-319-33,①,settlement-gentlemen-1,Slingsby,"York N.R.","Yorkshire North Riding",Rydall,Morley,"54 13 0 42W","54.21 -0.7","POINT(-0.7 54.21)"
IV1680-319-34,⛪,parish,Slipton,Northampton,Northamptonshire,Huxlow,Huxloe,"52 26 0 34W","52.43 -0.56","POINT(-0.56 52.43)"
IV1680-319-35,ʘ,seat-gentleman,"Slow house",Sussex,Sussex,"Lewis Rape","Lewes Rape","51 04 0 11W","51.06 -0.18","POINT(-0.18 51.06)"
IV1680-319-36,⛪,parish,Slowley,Norfolk,Norfolk,Turnsted,Tunstead,"52 52 1 22E","52.86 1.36","POINT(1.36 52.86)"
IV1680-319-37,,,"Slowley hill",Warwick,Warwickshire,Knightlow,Knightlow,"52 36 1 30W","52.6 -1.5","POINT(-1.5 52.6)"
IV1680-319-38,,,Sluce,Sussex,Sussex,"Hastings Rap.","Hastings Rape","50 48 0 22E","50.8 0.36","POINT(0.36 50.8)"
IV1680-319-39,,,Smalborn,Northumberl.,Northumberland,"Cocquetdal. W.","Coquetdale Ward","55 18 1 43W","55.3 -1.71","POINT(-1.71 55.3)"
IV1680-319-40,①,settlement-gentlemen-1,Smalborough,Norfolk,Norfolk,Tunsted,Tunstead,"52 53 1 26W","52.88 -1.43","POINT(-1.43 52.88)"
IV1680-319-41,,,Smalbridg,Suffolk,Suffolk,Babergh,"Bramber Rape","52 04 0 49E","52.06 0.81","POINT(0.81 52.06)"
IV1680-319-42,,,Smalfield,Surry,Surrey,Tanridg,Tandridge,"51 13 0 05W","51.21 -0.08","POINT(-0.08 51.21)"
IV1680-319-43,①,settlement-gentlemen-1,Smalford,Hartford,Hertfordshire,Cashio,Cashio,"51 47 0 15W","51.78 -0.25","POINT(-0.25 51.78)"
IV1680-319-44,,,Smalbridg,Essex,Essex,Lexden,Lexden,"52 02 0 47E","52.03 0.78","POINT(0.78 52.03)"
IV1680-319-45,,,Small-Brook,"Wight I.",Hampshire,"E. Medine","East Medina","50 41 1 09W","50.68 -1.15","POINT(-1.15 50.68)"
IV1680-319-46,①,settlement-gentlemen-1,"Small dale",Darby,Derbyshire,"High Peak","High Peak","53 23 1 35W","53.38 -1.58","POINT(-1.58 53.38)"
IV1680-319-47,①,settlement-gentlemen-1,Smalley,Darby,Derbyshire,Morleston,Morleston,"53 05 1 16W","53.08 -1.26","POINT(-1.26 53.08)"
IV1680-319-48,ʘ,seat-gentleman,Small-hith,Kent,Kent,"Scray Lath","Scray Lath","51 01 0 42E","51.01 0.7","POINT(0.7 51.01)"
IV1680-319-49,①,settlement-gentlemen-1,Small-wood,Chester,Cheshire,Northwich,Northwich,"53 13 2 18W","53.21 -2.3","POINT(-2.3 53.21)"
IV1680-319-50,ʘ,seat-gentleman,"Small-wood hall",Stafford,Staffordshire,Oflow,"Lewes Rape","52 57 1 43W","52.95 -1.71","POINT(-1.71 52.95)"
IV1680-319-51,✋°,settlement-baronet,Smardale,Westmorland,Westmorland,"East Ward","East Ward","54 34 2 05W","54.56 -2.08","POINT(-2.08 54.56)"
IV1680-319-52,⛪,parish,Smarden,Kent,Kent,"Scray Lath","Scray Lath","51 09 0 40E","51.15 0.66","POINT(0.66 51.15)"
IV1680-319-53,,,Smartwick,Bedford,Bedfordshire,Barford,Barford,"52 13 0 24W","52.21 -0.4","POINT(-0.4 52.21)"
IV1680-319-54,①,settlement-gentlemen-1,Smavis,"York W.R.","Yorkshire West Riding",Barkston,Barkston,"53 56 1 01W","53.93 -1.01","POINT(-1.01 53.93)"
IV1680-319-55,①,settlement-gentlemen-1,Smeadley,Sussex,Sussex,"Hastings Rap.","Hastings Rape","50 54 0 32E","50.9 0.53","POINT(0.53 50.9)"
IV1680-319-56,,,Smeeth,Kent,Kent,"Shepway Lath","Shepway Lath","51 05 0 45E","51.08 0.75","POINT(0.75 51.08)"
IV1680-319-57,①,settlement-gentlemen-1,Smeeton,Leicester,Leicestershire,Gartrey,Gartree,"52 35 0 54W","52.58 -0.9","POINT(-0.9 52.58)"
IV1680-319-58,①,settlement-gentlemen-1,Smerill,Darby,Derbyshire,Wirksworth,Wirksworth,"53 12 1 26W","53.2 -1.43","POINT(-1.43 53.2)"
IV1680-319-59,①,settlement-gentlemen-1,Smetenham,Chester,Cheshire,Northwich,Northwich,"53 16 2 10W","53.26 -2.16","POINT(-2.16 53.26)"
IV1680-319-60,⛪,parish,Smethcot,Salop,Shropshire,Condover,Condover,"52 38 2 46W","52.63 -2.76","POINT(-2.76 52.63)"
IV1680-320-01,,,Smethels,Lancaster,Lancashire,Saford,Salford,"53 42 2 18W","53.7 -2.3","POINT(-2.3 53.7)"
IV1680-320-02,,,Smethick,Darby,Derbyshire,Repton,Repton,"52 48 1 24W","52.8 -1.4","POINT(-1.4 52.8)"
IV1680-320-03,,,Smethwick,Chester,Cheshire,Northwich,Northwich,"53 14 2 12W","53.23 -2.2","POINT(-2.2 53.23)"
